"Species_name","Species_nr","German_name","acceptedname","authority","genus","Species","Species.simple","family","subfamily","tribe","subtribe","Species_col","Species_in_status","Species_in_Bioflor","Introduction_status_Seitz2012","Introduction_status_Biolflor","first_evidence","Origin","status_num","clonal_adventitious_buds_on_roots","clonal_bulbs","clonal_epigeogeneous_stems","clonal_hypogeogeneous_stems","clonal_plant_fragments_of_stem_origin","clonal_plantlets_(pseudovivipary)","clonal_rooting_horizontal_stems","clonal_root-splitters","clonal_spacers_above_and_renewal_buds_below_soil_surface","clonal_stem_tubers","clonal_buds_on_leaves_(gemmipary)","reprod_type","LifeF_macrophanero","LifeF_nanophanero","LifeF_hemicrypto","LifeF_geophyte","LifeF_chamae","LifeF_hemiphanero","LifeF_pseudo","LifeF_thero","flower_class","legume","flower_brown","flower_yellow","flower_green","flower_red","flower_white","flower_pink","flower_purple","flower_violet","flower_blue","DispersalUnitLength_mean","LeafArea_mean","LeafNitrogenContent_mean","PlantHeight_mean","PlantMycorrhizalInfection_mean","SeedDryMass_mean","SLA_mean","poll_vect_B","flw_muell","self_poll","insect_poll","wind_poll","cleisto_poll","FunGroup","LifeForm"
"Trifolium pratense",6057,"Wiesen-Klee","Trifolium pratense","L.","Trifolium","Trifolium_pratense","Trifolium_pratense","Fabaceae","Papilionoideae","Trifolieae",NA,"Trifolium_pratense","Trifolium pratense","Trifolium pratense","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"Hh",1,0,0,0,1,0,0,0,0,0,2.498,1003.486828,38.6102271,0.36758914,70,1.583219806,24.58066808,"in (insects) [always]","Hh (bumble bee flowers)Typical pollinators: bumble bees",0,1,0,0,"Legume","Cryptophyte"
"Trifolium repens",6063,"Weiß-Klee","Trifolium repens","L.","Trifolium","Trifolium_repens","Trifolium_repens","Fabaceae","Papilionoideae","Trifolieae",NA,"Trifolium_repens","Trifolium repens","Trifolium repens","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,1,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"Hb",1,0,0,0,0,1,1,0,0,0,2.537142857,484.8806,43.21077292,0.211949599,70,0.557123419,29.25768046,"in (insects) [always]","Hb (bee flowers )Typical pollinators: bees",0,1,0,0,"Legume","Cryptophyte"
"Trifolium striatum",6077,"Gestreifter Klee","Trifolium striatum","L.","Trifolium","Trifolium_striatum","Trifolium_striatum","Fabaceae","Papilionoideae","Trifolieae",NA,"Trifolium_striatum","Trifolium striatum","Trifolium striatum","N","N",1977,"Southern_Europe, West_Asia, North_Africa","3",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"H",1,0,0,0,0,0,1,0,0,0,3.00375,311.28,NA,0.13624,NA,1.857884848,21.22363588,"in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Legume","Cryptophyte"
"Turritis glabra",520,"L.","Turritis glabra","L.","Turritis","Turritis_glabra","Turritis_glabra","Brassicaceae",NA,"Turritideae",NA,"Turritis_glabra","Arabis glabra","Arabis glabra","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"AB",0,0,1,0,0,1,0,0,0,0,0.823333333,1399.098136,35.59156857,0.622083333,NA,0.0820875,23.4214555,"se (selfing) [often] - in (insects) [possible]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",1,0,0,0,"Forb","Cryptophyte"
"Verbascum lychnitis",6211,"Mehlige Königskerze","Verbascum lychnitis","L.","Verbascum","Verbascum_lychnitis","Verbascum_lychnitis","Scrophulariaceae",NA,"Scrophularieae",NA,"Verbascum_lychnitis","Verbascum lychnitis","Verbascum lychnitis","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,0,"Po",0,0,1,0,0,1,0,0,0,0,1.05,11176.77367,13.54977667,1.103181818,70,0.125948718,17.07291504,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles",0,1,0,0,"Forb","Cryptophyte"
"Verbascum nigrum",6212,"Schwarze Königskerze","Verbascum nigrum","L.","Verbascum","Verbascum_nigrum","Verbascum_nigrum","Scrophulariaceae",NA,"Scrophularieae",NA,"Verbascum_nigrum","Verbascum nigrum","Verbascum nigrum","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"Po",0,0,1,0,1,0,0,0,0,0,0.75,30127.5,NA,0.745,70,0.119576471,18.7,"in (insects) [always]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles",0,1,0,0,"Forb","Cryptophyte"
"Veronica arvensis",6236,"Feld-Ehrenpreis","Veronica arvensis","L.","Veronica","Veronica_arvensis","Veronica_arvensis","Plantaginaceae",NA,"Veroniceae",NA,"Veronica_arvensis","Veronica arvensis","Veronica arvensis","A","A",NA,"","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"B",0,0,0,0,0,0,0,0,0,1,1.036,66.78503943,17.3784475,0.130375999,70,0.112908333,27.23009447,"se (selfing) [often] - in (insects) [rare]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",1,0,0,0,"Forb","Cryptophyte"
"Veronica chamaedrys",13752,"Gamander-Ehrenpreis","Veronica chamaedrys","L.","Veronica","Veronica_chamaedrys","Veronica_chamaedrys","Plantaginaceae",NA,"Veroniceae",NA,"Veronica_chamaedrys","Veronica chamaedrys","Veronica chamaedrys","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,1,0,0,0,0,"sv",0,0,1,0,1,0,0,0,"Ds",0,0,0,0,0,0,0,0,0,1,1.296666667,305,22.685,0.202309184,70,0.196352941,30.71117575,"pk (pseudocleistogamy) [possible] - in (insects) [the rule]","Ds (syrphid flowers)Typical pollinators: syrphids",0,1,0,0,"Forb","Cryptophyte"
"Veronica officinalis",6265,"Wald-Ehrenpreis","Veronica officinalis","L.","Veronica","Veronica_officinalis","Veronica_officinalis","Plantaginaceae",NA,"Veroniceae",NA,"Veronica_officinalis","Veronica officinalis","Veronica officinalis","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,1,0,0,0,0,"sv",0,0,0,0,1,0,0,0,"B",0,0,0,0,0,0,0,0,1,0,1.08,148,16.75555556,0.1568,70,0.128352,26.51257143,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Chamaephyte"
"Veronica prostrata",13869,"Niederliegender Ehrenpreis","Veronica prostrata","L.","Veronica","Veronica_prostrata","Veronica_prostrata","Plantaginaceae",NA,"Veroniceae",NA,"Veronica_prostrata","Veronica prostrata","Veronica prostrata","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,1,0,0,0,0,"sv",0,0,0,0,1,0,0,0,"B",0,0,0,0,0,0,0,0,1,1,NA,60,NA,0.148,NA,0.333,20.55,"se (selfing) [unknown] - in (insects) [unknown]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Chamaephyte"
"Veronica sublobata",6259,"M. A. Fisch.","Veronica hederifolia","M.A. Fisch.","Veronica","Veronica_sublobata","Veronica_sublobata","Plantaginaceae",NA,"Veroniceae",NA,"Veronica_sublobata","Veronica sublobata","Veronica sublobata","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,1,0,0,0,0,"s",0,0,0,0,1,0,0,0,"B",0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Forb","Chamaephyte"
"Vicia angustifolia",6329,"Schmalblättrige Wicke","Vicia sativa subsp. cordata","L.","Vicia","Vicia_angustifolia","Vicia_angustifolia","Fabaceae","Papilionoideae","Fabeae",NA,"Vicia_angustifolia","Vicia angustifolia","Vicia angustifolia","A","A",NA,"","2",0,0,0,0,0,0,1,0,0,0,0,"s",0,0,1,0,0,0,0,1,"H",1,0,0,0,0,0,0,1,0,0,NA,NA,NA,0.4,NA,18.07,NA,"se (selfing) [often] - kl (cleistogamy) [rare] - in (insects) [often]","H (hymenoptere flowers)Typical pollinators: hymenopteres",1,1,0,0,"Legume","Cryptophyte"
"Vicia cracca",6302,"Gewöhnliche Vogel-Wicke","Vicia cracca","L.","Vicia","Vicia_cracca","Vicia_cracca","Fabaceae","Papilionoideae","Fabeae",NA,"Vicia_cracca","Vicia cracca","Vicia cracca","I","I",NA,"Northern-Europe","1",1,0,0,1,0,0,0,0,0,0,0,"ssv",0,0,1,0,0,0,0,0,"H",1,0,0,0,0,0,0,1,1,0,5.154444444,957.6302939,39.6822804,0.746834409,70,15.53104391,25.2295713,"in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Legume","Cryptophyte"
"Vicia hirsuta",6311,"Behaarte Wicke","Vicia hirsuta","(L.) Gray","Vicia","Vicia_hirsuta","Vicia_hirsuta","Fabaceae","Papilionoideae","Fabeae",NA,"Vicia_hirsuta","Vicia hirsuta","Vicia hirsuta","A","A",NA,"","2",0,0,0,1,0,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,1,"H",1,0,0,0,0,1,0,0,0,0,3.07375,383.05,43.2098,0.5176,70,5.732377778,20.21029764,"se (selfing) [the rule] - in (insects) [often]","H (hymenoptere flowers)Typical pollinators: hymenopteres",1,1,0,0,"Legume","Cryptophyte"
"Vicia lathyroides",6313,"Platterbsen-Wicke","Vicia lathyroides","L.","Vicia","Vicia_lathyroides","Vicia_lathyroides","Fabaceae","Papilionoideae","Fabeae",NA,"Vicia_lathyroides","Vicia lathyroides","Vicia lathyroides","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,1,"H",1,0,0,0,0,0,0,0,1,0,6.185,272,NA,0.119041691,NA,2.126266667,25.8705368,"in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Legume","Cryptophyte"
"Vicia sepium",6335,"Zaun-Wicke","Vicia sepium","L.","Vicia","Vicia_sepium","Vicia_sepium","Fabaceae","Papilionoideae","Fabeae",NA,"Vicia_sepium","Vicia sepium","Vicia sepium","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,0,0,0,0,0,"ssv",0,0,1,0,0,0,0,0,"H",1,0,0,0,0,0,0,0,1,0,5.87375,2202,46.0056,0.456818182,70,20.36534737,38.48533333,"se (selfing) [often] - in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres",1,1,0,0,"Legume","Cryptophyte"
"Vicia tetrasperma",6341,"Viersamige Wicke","Vicia tetrasperma","(L.) Schreb.","Vicia","Vicia_tetrasperma","Vicia_tetrasperma","Fabaceae","Papilionoideae","Fabeae",NA,"Vicia_tetrasperma","Vicia tetrasperma","Vicia tetrasperma","A","A",NA,"","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"H",1,0,0,0,0,0,1,0,0,0,3.246666667,222.6666667,NA,0.755214286,70,3.764383333,31.89649669,"se (selfing) [the rule] - in (insects) [possible]","H (hymenoptere flowers)Typical pollinators: hymenopteres",1,0,0,0,"Legume","Cryptophyte"
"Vicia villosa",6342,"Zottige Wicke","Vicia villosa","Roth","Vicia","Vicia_villosa","Vicia_villosa","Fabaceae","Papilionoideae","Fabeae",NA,"Vicia_villosa","Vicia villosa","Vicia villosa","A","A",NA,"","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"H",1,0,0,0,0,0,0,1,1,1,11.26428571,524.7040192,31.20927875,0.679377778,NA,34.3579218,28.68142074,"in (insects) [always]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Legume","Cryptophyte"
"Viola arvensis",6398,"Acker-Stiefmütterchen","Viola arvensis","Murray","Viola","Viola_arvensis","Viola_arvensis","Violaceae",NA,NA,NA,"Viola_arvensis","Viola arvensis","Viola arvensis","A","A",NA,"","2",1,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"Hb",0,0,0,0,0,1,0,0,0,0,1.525,187.7357492,24.39974,0.178571429,30,0.627018485,30.22251586,"se (selfing) [rare] - kl (cleistogamy) [possible] - in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees",0,1,0,0,"Forb","Cryptophyte"
"Viola canina",6367,"Hunds-Veilchen","Viola canina","L.","Viola","Viola_canina","Viola_canina","Violaceae",NA,NA,NA,"Viola_canina","Viola canina","Viola canina","I","I",NA,"Northern-Europe","1",1,0,1,0,0,0,0,0,0,0,0,"ssv",0,0,1,0,0,0,0,0,"Hb",0,0,0,0,0,0,0,0,0,1,2.1,571.7207338,34.54789286,0.246695652,70,0.969082353,27.72686822,"kl (cleistogamy) [often] - in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees",0,1,0,1,"Forb","Cryptophyte"
"Viola suavis",6395,"Blaues Veilchen","Viola suavis","M. Bieb.","Viola","Viola_suavis","Viola_suavis","Violaceae",NA,NA,NA,"Viola_suavis","Viola suavis","Viola suavis","N","N",1899,"Southern_Europe, Eastern_Europe, West_Asia","3",0,0,0,0,0,0,0,1,0,0,0,"sv",0,0,1,0,0,0,0,0,"Hb",0,0,0,0,0,1,0,0,1,1,NA,NA,NA,0.1025,NA,NA,NA,"kl (cleistogamy) [often] - in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees",0,1,0,1,"Forb","Cryptophyte"
"Viola tricolor",6402,"Wildes Stiefmütterchen","Viola tricolor","L.","Viola","Viola_tricolor","Viola_tricolor","Violaceae",NA,NA,NA,"Viola_tricolor","Viola tricolor","Viola tricolor","A","A",NA,"","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"Hb",0,0,1,0,0,0,0,0,1,1,1.553333333,210.97,21.28,0.161916667,10,0.774103226,32.04647059,"se (selfing) [rare] - in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees",0,1,0,0,"Forb","Cryptophyte"
